"from","to","weight"
"Noa_Avigdor-Elgrabli","Ariel_Raviv",1
"Roei_Gelbhart","Irena_Grabovitch-Zuyev",1
"Roei_Gelbhart","Ariel_Raviv",1
"Irena_Grabovitch-Zuyev","Ariel_Raviv",1
"Dongha_Lee","Jinoh_Oh",1
"Dongha_Lee","Christos_Faloutsos",1
"Dongha_Lee","Byungju_Kim",1
"Dongha_Lee","Hwanjo_Yu",1
"Jinoh_Oh","Christos_Faloutsos",1
"Jinoh_Oh","Byungju_Kim",1
"Jinoh_Oh","Hwanjo_Yu",1
"Christos_Faloutsos","Byungju_Kim",1
"Christos_Faloutsos","Hwanjo_Yu",1
"Byungju_Kim","Hwanjo_Yu",1
"San_Kim","Guoliang_Li_0001",1
"San_Kim","Jianhua_Feng",1
"San_Kim","Kaiyu_Li",1
"Guoliang_Li_0001","Jianhua_Feng",1
"Guoliang_Li_0001","Kaiyu_Li",1
"Jianhua_Feng","Kaiyu_Li",1
"Ruijie_Wang_0004","Yuchen_Yan",1
"Ruijie_Wang_0004","Jialu_Wang",1
"Ruijie_Wang_0004","Yuting_Jia",1
"Ruijie_Wang_0004","Ye_Zhang",1
"Ruijie_Wang_0004","Weinan_Zhang_0001",1
"Ruijie_Wang_0004","Xinbing_Wang",1
"Yuchen_Yan","Jialu_Wang",1
"Yuchen_Yan","Yuting_Jia",1
"Yuchen_Yan","Ye_Zhang",1
"Yuchen_Yan","Weinan_Zhang_0001",1
"Yuchen_Yan","Xinbing_Wang",1
"Jialu_Wang","Yuting_Jia",1
"Jialu_Wang","Ye_Zhang",1
"Jialu_Wang","Weinan_Zhang_0001",1
"Jialu_Wang","Xinbing_Wang",1
"Yuting_Jia","Ye_Zhang",1
"Yuting_Jia","Weinan_Zhang_0001",1
"Yuting_Jia","Xinbing_Wang",1
"Ye_Zhang","Weinan_Zhang_0001",1
"Ye_Zhang","Xinbing_Wang",1
"Weinan_Zhang_0001","Xinbing_Wang",1
"Jyun-Yu_Jiang","Wei_Wang_0010",1
